БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 1. Понятие Бессмертия. Миссия Человечества;10.1.1.1;О бесконечности Мироздания и Ииссиидиологии, которая призвана в корне изменить  наши взгляды;10001-10006
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 3. НУУ-ВВУ-форма;10.1.3.1;НУУ-ВВУ-Формы – «формо-дифференцирующие оболочки УФС». 328 Стерео-Дублей;10141-10148
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 3. НУУ-ВВУ-форма;10.1.3.2;Стерео-Тип – Конфигурация сложносфероидальных волновых колебаний. Энергоинформационные волны;10149-10159
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 3. НУУ-ВВУ-форма;10.1.3.3;НУУ-ВВУ как локальное отражение нелокальных волновых взаимодействий. Пример: сравнение НУУ-ВВУ и процесса выбора «сценария» с работой радиоприёмника;10160-10172
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 3. НУУ-ВВУ-форма;10.1.3.4;Принцип проявления Формы – стоячая волна и интерференционная волновая картина. Аналогия с голограммой;10173-10178
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 3. НУУ-ВВУ-форма;10.1.3.5;Диффузгентность НУУ-ВВУ и её роль в ПРООФФ-РРУ. НУУЛЛ-ВВУ-Форма;10179-10184
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 3. НУУ-ВВУ-форма;10.1.3.6;Судьба — это результат добровольных ежемгновенных перефокусировок. Влияние мыслей на Судьбу;10185-10194
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 4. Нынешняя система ценностей «человечества» и цель ИИ;10.1.4.1;«Добро» и «Зло» – дуальность человеческого восприятия, обусловленная эгоистичностью уровней Сознания «чакрамных личностей» первых двух Центров. Относительность личной системы ценностей;10195-10230
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 4. Нынешняя система ценностей «человечества» и цель ИИ;10.1.4.2;О Замысле Творения и наших Судьбах. Роль Альтруизма;10231-10243
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 4. Нынешняя система ценностей «человечества» и цель ИИ;10.1.4.3;Влияние стрессов и негативизмов на теломеры ДНК. Секрет молодости;10244-10251
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 4. Нынешняя система ценностей «человечества» и цель ИИ;10.1.4.4;Хью Эверетт, параллельные Вселенные;10252-10258
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 4. Нынешняя система ценностей «человечества» и цель ИИ;10.1.4.5;Цель Ииссиидиологии – помочь классической науки расширить взгляд на Мироздание;10259-10280
БДК;Том 10;Раздел I. Основополагающие Принципы Бессмертия в системе «личностного» Восприятия;Глава 4. Нынешняя система ценностей «человечества» и цель ИИ;10.1.4.6;Новая Наука;10281-10298
БДК;Том 10;Раздел II. Новейшие духовно-космологические Представления о Вселенной и о человеке;Глава 1. Основные принципы ИИ;10.2.1.1;Для кого предназначено это Знание? ;10299-10301
БДК;Том 10;Раздел II. Новейшие духовно-космологические Представления о Вселенной и о человеке;Глава 1. Основные принципы ИИ;10.2.1.2;Всё всегда было есть и будет. Мы можем выбирать из бесконечного числа наших Жизней;10302-10325
БДК;Том 10;Раздел II. Новейшие духовно-космологические Представления о Вселенной и о человеке;Глава 1. Основные принципы ИИ;10.2.1.3;Принцип «одномоментности существования Всего» и его следствие – Бессмертие;10326-10334
БДК;Том 10;Раздел II. Новейшие духовно-космологические Представления о Вселенной и о человеке;Глава 1. Основные принципы ИИ;10.2.1.4;Множественность наших «личностей», «сценариев», Выборов. Принцип многомирия;10335-10350
БДК;Том 10;Раздел II. Новейшие духовно-космологические Представления о Вселенной и о человеке;Глава 2. Для кого дана ИИ?;10.2.2.1;Сложность восприятия Ииссиидиологии. «Индиговая» раса ;10351-10382
БДК;Том 10;Раздел II. Новейшие духовно-космологические Представления о Вселенной и о человеке;Глава 2. Для кого дана ИИ?;10.2.2.2;Ваша Задача в Жизни – последовательно и целеустремлённо становиться всё более сознательными Творцами более высоких Уровней Мироздания ;10383-10394
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.1;Доминанты ЛЛУУ-ВВУ. Влияние процессов Синтеза рецессивных Качеств на динамику «Фокуса»;10395-10401
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.2;Отдельные «воплощения» – Формо-Типы и Стерео-Формы;10402-10404
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.3;Процесс отклонения динамики «Фокуса» от Направления ЛЛУУ-ВВУ и его влияние на продолжительность Жизни ;10405-10414
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.4;Взаимообмен Опытом между Формо-Типами и между Прото-Формами через структуры Подсознания и Надсознания;10415-10420
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.5;ВСЁ ЕСТЬ, мы лишь выбираем любой из «сценариев» своего «будущего». Общность и отличия СФУУРММ-Форм в разных Потоках Времени;10421-10434
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.6;Схема покачественного Синтеза Формо-Типов ЛЛУУ-ВВУ с 3-ей по 11-ую мерность. Роль Опыта ЛЛУУ-ВВУ-Форм в Коллективном Разуме ГООЛГАМАА-А ;10435-10444
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.7;Принцип Космической Дувуйллерртности. Пример с цветными фонариками ;10445-10449
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.8;Равноценность любых Форм проявления ГООЛГАМАА-А ;10450-10452
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.9;Недопустимость отождествления себя с Формой проявления. Принадлежность к УФС ;10453-10459
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 1. ЛЛУУ-ВВУ и схемы Синтеза;10.3.1.10;Примеры разных схем Синтеза ;10460-10485
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 2. Диффузгентные свойства НУУ-ВВУ;10.3.2.1;Приоритетные Направления перефокусировок из НУУ-ВВУ в другие Прото-Формы посредством вытеснения одной из Доминант. Принцип большей степени совместимости Качеств;10486-10490
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 2. Диффузгентные свойства НУУ-ВВУ;10.3.2.2;Адаптационные Формы НУУ-ВВУ – переходные Конфигурации от/к другим Прото-Формам ;10491-10493
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 2. Диффузгентные свойства НУУ-ВВУ;10.3.2.3;Связь культуры поклонения тотемам и Направлений развития. Вред шовинистических интерпретаций Ииссиидиологии;10494-10501
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 2. Диффузгентные свойства НУУ-ВВУ;10.3.2.4;Основа жизненных переживаний: «чувство» и «мысль». Уровни проявления Аспектов Качеств «ВСЕ-Воля-ВСЕ-Разума» , ВСЕ-Любвь-ВСЕ-Мудрость» и процесс их Синтеза в «Творческую Космическую ПОТЕНЦИАЛЬНОСТЬ» ;10502-10516
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 2. Диффузгентные свойства НУУ-ВВУ;10.3.2.5;Одномоментность и одновременность, и как следствие параллельность всех «прошлых Жизней»;10517-10522
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.1;Качественная структура Стерео-Формы (ЛЛУУ-ВВУ) – от первобытнообщинного до цивилизованного. Взаимовлияние Прото-Форм;10523-10535
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.2;«Генетический мусор» и протоформные взаимосвязи через тотемы;10536-10563
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.3;Домашние животные –диффузгентная область ЛЛУУ-ВВУ в Направлении «животного царства». Только 25-30% Форм проявления любой Прото-Формы соответствуют её схеме Синтеза ;10564-10569
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.4;Любая «привязанность» соответствует определённому протоформному Направлению;10570-10573
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.5;О необходимости осознанной реализации каждого Уровня Самосознания. Пример духовно стремящегося «человека» с высокой активностью низких Уровней ИНГЛИМИЛИССЫ. Предостережение от самообмана и реализации в Аспектах фоновых Качеств. Состояние «Творческой Космической ПОТЕНЦИАЛЬНОСТИ». Человеческие качества: Альтруизм и Интеллект. Подмена Качеств Направления ЛЛУУ-ВВУ – проявление честолюбия, лицемерия, гордыни ;10574-10615
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.6;Стерео-Форма и её Стерео-Типы в разных «сценариях»;10616-10628
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.7;Отличие в понятиях Стерео-Форма и Формо-Тип. Мы рождаемся только один раз. Пример с Шота Руставели ;10629-10643
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.8;Формо-Тип ЛЛУУ-ВВУ. НУУЛЛ-ВВУ и ГООРР-ВВУ(криигммы) – более развитые Формы Человеческих цивилизаций. Синтетические Расы ГООРР-ВВУ-Форм;10644-10655
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 3. Стерео-Тип и Стерео-Форма;10.3.3.9;Принцип объединения Стерео-Типов в Стерео-Форму по признаку схожести ДНК;10656
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.1;Частотный диапазон и параметры проявления нашего «пространственно-временного Континуума». ;10657-10661
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.2;Условия формирования плотной трёхмерной голограммы. 328 с-1 – частота «ротационного сдвига» нашего типа реальности ;10662-10669
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.3;Почему мы не видим другие наши Формы проявления? ;10670-10678
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.4;Смысл терминов «квантово-голографичный», резонационность, сфероидальность;10679-10682
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.5;Стерео-Тип – это мгновенный «фрагмент» в Конфигурации НУУ-ВВУ-Формы ;10683-10686
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.6;Понятия «Энергоинформационных Конверсумов» и «Космических Универсумов» как совокупностей разнокачественной частотно-волновой динамики «пространственно-временных Континуумов»;10687-10692
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.7;На «Тонком Плане» движущиеся НУУ-ВВУ образуют своеобразный «шлейф» - дувуйллерртный поток фокусируемых Нами НУУ-ВВУ-Форм ;10693-10698
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.8;Коэффициента Инерции Энерго-Плазмы. «Личность» как динамичная «квантовая» голограмма. Образование ауры ;10699-10705
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.9;Нелокальный характер «Полей-Сознаний», формирующих «личность» ;10706-10708
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 4. Механизм проявления НУУ-ВВУ;10.3.4.10;Описание «ротационного» принципа ;10707-10716
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 5. О структуре Стерео-формы;10.3.5.1;О структуре Стерео-Формы. Подробно о Стерео-Дублях. Связь НУУ-ВВУ и ВЭН;10717-10739
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 5. О структуре Стерео-формы;10.3.5.2;Разные Формо-Типы одной ЛЛУУ-ВВУ. Пример Формо-Типов Ориса ;10740-10747
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 5. О структуре Стерео-формы;10.3.5.3;«Квантово-голографичные» пиксели Вселенной. Бесконечная многомерная динамика ВСЕГО – ничего статичного в нашем мире не бывает ;10748-10753
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 5. О структуре Стерео-формы;10.3.5.4;Уникальность соответствия Стерео-Типа Формо-Системе. Пример: сравнение «сценариев развития» с книгами. Число Стерео-Дублей точно соответствует числу Векторов Выборов ;10754-10763
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 5. О структуре Стерео-формы;10.3.5.5;Ещё раз об отличиях двух терминов – «Формо-Тип» и «Стерео-Форма»;10764-10767
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 5. О структуре Стерео-формы;10.3.5.6;Отличия в понятиях «Формо-Тип» и «Стерео-Тип» ;10768-10776
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 6. СФУУРММ-Формы;10.3.6.1;Понятие СФУУРММ-Формы. Устойчивость (прилипчивость) СФУУРММ-Формы в структуре Самосознания. Неспособность наших Уровней Самосознания к длительному фокусированию в пределах одной группы УУ-ВВУ-копий. «Подсадки» ;10777-10800
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 6. СФУУРММ-Формы;10.3.6.2;Ретрансляция и трансформация СФУУРММ-Форм на примере Ииссиидиологии и разных исторических эпох;10801-10814
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 6. СФУУРММ-Формы;10.3.6.3;Существенные отличия в СФУУРММ-Формах образуют различные «Континуумы» ;10815-10824
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 7. ПРООФФ-РРУ и роль ИИ;10.3.7.1;Многообразие Форм проявления ПРООФФ-РРУ – от катаклизмов до космической экспансии;10825-10832
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 7. ПРООФФ-РРУ и роль ИИ;10.3.7.2;Роль Ииссиидиологии в ускоренном развитии человечества. Наши Выборы определяют «сценарии» нашего «будущего»;10833-10858
БДК;Том 10;Раздел III. Краткое описание основных принципов энергоинформационной структуризации многомерной творческой динамики «переменной эфирной составляющей» ЛЛУУ-ВВУ-Форм;Глава 7. ПРООФФ-РРУ и роль ИИ;10.3.7.3;Закон Вечного Существования Формы;10859-10865
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.1;Зависимость продолжительности Жизни от качественности ментально-чувственных и психических процессов в Самосознании. Влияние Знания и степени осознанности на Направление перефокусировок;10866-10876
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.2;Временные периоды (эпохи, цивилизации), Направления и «сценарии» развития человечества ;10877-10888
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.3;Сознательный контроль «личности» над фактором Времени.;10889-10891
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.4;«Индивидуальные ротационные Циклы». Пример «след зайца на снегу»;10892-10910
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.5;Дифференциация УФС. Пример деления группы исследователей на части. Каждое мгновение мы занимаем новую Конфигурацию Самосознания и становимся новой «личностью»;10911-10924
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.6;Пример «точки» в скррууллерртной системе. Вектора Выборов и Луч Векторов Выборов;10925-10936
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.7;Влияние жизненных ценностей (несинтезированных Уровней Самосознания) на Выборы;10937-10962
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.8;Структура и особенности Луча Векторов Выборов. Общий показатель «скррууллерртности». Аналогия с пазлами;10963-10973
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.9;Понятие «Сценария развития» и его отличия от «ротационного Цикла». Немного об Интуиции;10974-10988
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 1. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 1;10.4.1.10;Приоритетное Направление и наиболее вероятный Вектор Выбора в «скррууллерртной системе». Примеры с таксистом, бильярдным шаром и алкогольной зависимостью. Аналогия с регулярным аттрактором;10989-11018
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.1;Ещё раз об «индивидуальных ротационных Циклах» и «сценариях»;11019-11029
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.2;«Импульсно-мотивационные модели»;11030-11037
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.3;Условная «конечность» «сценариев развития» и бесконечность «ротационных Циклов»;11038-11042
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.4;Максимальные сроки существования, «запас биологической прочности». Главный Принцип «индивидуального» Бессмертия;11043-11052
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.5;Абсолютная условность чисел, понятий, границ и диапазонов в ИИССИИДИОЛОГИИ. Бесконечность всего. Искажение информации при проецировании в наши уровни Реальности;11053-11079
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.6;Частотная дифференциация Энерго-Плазмы. Ассоциативное сравнение Аспектов Чистых Качеств и психических личностных качеств;11080-11095
БДК;Том 10;Раздел IV. Новейшие Представления о динамике энергоинформационных структур Мироздания;Глава 2. Сценарии развития и ротационные Циклы. Скррууллерртная система. Часть 2;10.4.2.7;Об ограничениях системы восприятия ОРИСА;11096-11101
